Begin Month,12 Month Return,12 Month Factor,
5/31/28,0.216857829,1.216857829,
6/30/28,0.210025434,1.210025434,
7/31/28,0.14201401,1.14201401,
8/31/28,0.165218549,1.165218549,
9/30/28,0.154218426,1.154218426,
10/31/28,0.224613798,1.224613798,
11/30/28,0.242703333,1.242703333,
12/31/28,0.222764253,1.222764253,
1/31/29,0.248122921,1.248122921,
2/28/29,0.253096235,1.253096235,
3/31/29,0.189991904,1.189991904,
4/30/29,0.164907853,1.164907853,
5/31/29,0.110283023,1.110283023,
6/30/29,0.190894414,1.190894414,
7/31/29,0.212113028,1.212113028,
8/31/29,0.224768425,1.224768425,
9/30/29,0.169745431,1.169745431,
10/31/29,0.041915713,1.041915713,
11/30/29,-0.084906398,0.915093602,
12/31/29,-0.078944401,0.921055599,
1/31/30,-0.063215042,0.936784958,
2/28/30,-0.044202268,0.955797732,
3/31/30,0.014766541,1.014766541,
4/30/30,-0.028439594,0.971560406,
5/31/30,0.013563349,1.013563349,
6/30/30,-0.111181088,0.888818912,
7/31/30,-0.097671907,0.902328093,
8/31/30,-0.135891547,0.864108453,
9/30/30,-0.174876895,0.825123105,
10/31/30,-0.122100599,0.877899401,
11/30/30,-0.073415061,0.926584939,
12/31/30,-0.111878038,0.888121962,
1/31/31,-0.098424553,0.901575447,
2/28/31,-0.052298155,0.947701845,
3/31/31,-0.137152936,0.862847064,
4/30/31,-0.157041847,0.842958153,
5/31/31,-0.194974474,0.805025526,
6/30/31,-0.023144167,0.976855833,
7/31/31,-0.106003167,0.893996833,
8/31/31,-0.114782884,0.885217116,
9/30/31,-0.218294832,0.781705168,
10/31/31,-0.159017816,0.840982184,
11/30/31,-0.198928513,0.801071487,
12/31/31,-0.250542735,0.749457265,
1/31/32,-0.26671312,0.73328688,
2/29/32,-0.29401524,0.70598476,
3/31/32,-0.309339441,0.690660559,
4/30/32,-0.325207869,0.674792131,
5/31/32,-0.350477876,0.649522124,
6/30/32,-0.407601081,0.592398919,
7/31/32,-0.193799211,0.806200789,
8/31/32,0.126119369,1.126119369,
9/30/32,0.328626716,1.328626716,
10/31/32,0.121455157,1.121455157,
11/30/32,0.122921313,1.122921313,
12/31/32,0.254594171,1.254594171,
1/31/33,0.265565087,1.265565087,
2/28/33,0.087297178,1.087297178,
3/31/33,0.222371853,1.222371853,
4/30/33,0.757360071,1.757360071,
5/31/33,1.432281836,2.432281836,
6/30/33,1.626895473,2.626895473,
7/31/33,0.846321721,1.846321721,
8/31/33,0.435121686,1.435121686,
9/30/33,0.356072376,1.356072376,
10/31/33,0.439525837,1.439525837,
11/30/33,0.607691218,1.607691218,
12/31/33,0.599295208,1.599295208,
1/31/34,0.737179484,1.737179484,
2/28/34,0.92455921,1.92455921,
3/31/34,0.816752453,1.816752453,
4/30/34,0.348332375,1.348332375,
5/31/34,0.004067712,1.004067712,
6/30/34,-0.081211549,0.918788451,
7/31/34,-0.090825241,0.909174759,
8/31/34,-0.125500506,0.874499494,
9/30/34,-0.061517288,0.938482712,
10/31/34,0.002379977,1.002379977,
11/30/34,0.001388357,1.001388357,
12/31/34,0.011750933,1.011750933,
1/31/35,-0.138101612,0.861898388,
2/28/35,-0.154613287,0.845386713,
3/31/35,-0.182690276,0.817309724,
4/30/35,-0.128773229,0.871226771,
5/31/35,-0.064164525,0.935835475,
6/30/35,-0.026401091,0.973598909,
7/31/35,0.157995402,1.157995402,
8/31/35,0.143488881,1.143488881,
9/30/35,0.185570526,1.185570526,
10/31/35,0.260490509,1.260490509,
11/30/35,0.253119663,1.253119663,
12/31/35,0.292316848,1.292316848,
1/31/36,0.446059402,1.446059402,
2/29/36,0.550624183,1.550624183,
3/31/36,0.619115417,1.619115417,
4/30/36,0.420836266,1.420836266,
5/31/36,0.455042113,1.455042113,
6/30/36,0.397451413,1.397451413,
7/31/36,0.372532509,1.372532509,
8/31/36,0.352055019,1.352055019,
9/30/36,0.354214172,1.354214172,
10/31/36,0.353357392,1.353357392,
11/30/36,0.325505696,1.325505696,
12/31/36,0.28538183,1.28538183,
1/31/37,0.226583272,1.226583272,
2/28/37,0.220614422,1.220614422,
3/31/37,0.203807757,1.203807757,
4/30/37,0.20857614,1.20857614,
5/31/37,0.144683806,1.144683806,
6/30/37,0.097055718,1.097055718,
7/31/37,0.102952714,1.102952714,
8/31/37,0.055176517,1.055176517,
9/30/37,-0.071382245,0.928617755,
10/31/37,-0.17077717,0.82922283,
11/30/37,-0.228884311,0.771115689,
12/31/37,-0.259701362,0.740298638,
1/31/38,-0.259781856,0.740218144,
2/28/38,-0.252346595,0.747653405,
3/31/38,-0.352806493,0.647193507,
4/30/38,-0.253544192,0.746455808,
5/31/38,-0.254689863,0.745310137,
6/30/38,-0.088398202,0.911601798,
7/31/38,-0.077146681,0.922853319,
8/31/38,-0.077240575,0.922759425,
9/30/38,0.033210013,1.033210013,
10/31/38,0.187013434,1.187013434,
11/30/38,0.210319011,1.210319011,
12/31/38,0.282031057,1.282031057,
1/31/39,0.17779042,1.17779042,
2/28/39,0.177317721,1.177317721,
3/31/39,0.212934847,1.212934847,
4/30/39,0.137563174,1.137563174,
5/31/39,0.217781872,1.217781872,
6/30/39,-0.012526932,0.987473068,
7/31/39,-0.006340227,0.993659773,
8/31/39,-0.031937866,0.968062134,
9/30/39,0.120318344,1.120318344,
10/31/39,0.037467917,1.037467917,
11/30/39,0.011057936,1.011057936,
12/31/39,-0.004314535,0.995685465,
1/31/40,0.035484288,1.035484288,
2/29/40,0.003460289,1.003460289,
3/31/40,0.14329374,1.14329374,
4/30/40,0.143861135,1.143861135,
5/31/40,-0.094882075,0.905117925,
6/30/40,-0.00878742,0.99121258,
7/31/40,-0.047113035,0.952886965,
8/31/40,0.033099162,1.033099162,
9/30/40,-0.090592188,0.909407812,
10/31/40,-0.053018798,0.946981202,
11/30/40,-0.009877753,0.990122247,
12/31/40,-0.034282,0.965718,
1/31/41,-0.035871763,0.964128237,
2/28/41,-0.0525514,0.9474486,
3/31/41,-0.059814193,0.940185807,
4/30/41,-0.099619871,0.900380129,
5/31/41,0.092308871,1.092308871,
6/30/41,0.06582578,1.06582578,
7/31/41,0.099693197,1.099693197,
8/31/41,0.060230343,1.060230343,
9/30/41,0.019891304,1.019891304,
10/31/41,-0.063612037,0.936387963,
11/30/41,-0.081615757,0.918384243,
12/31/41,-0.119270981,0.880729019,
1/31/42,-0.0773278,0.9226722,
2/28/42,-0.083887063,0.916112937,
3/31/42,-0.133902387,0.866097613,
4/30/42,-0.127653519,0.872346481,
5/31/42,-0.126004149,0.873995851,
6/30/42,-0.128492205,0.871507795,
7/31/42,-0.161756259,0.838243741,
8/31/42,-0.139790723,0.860209277,
9/30/42,-0.103401817,0.896598183,
10/31/42,-0.020768613,0.979231387,
11/30/42,-0.014090319,0.985909681,
12/31/42,0.062592652,1.062592652,
1/31/43,0.112448745,1.112448745,
2/28/43,0.206250751,1.206250751,
3/31/43,0.326903051,1.326903051,
4/30/43,0.371089878,1.371089878,
5/31/43,0.421447539,1.421447539,
6/30/43,0.410802965,1.410802965,
7/31/43,0.339055498,1.339055498,
8/31/43,0.341936139,1.341936139,
9/30/43,0.334767506,1.334767506,
10/31/43,0.272831231,1.272831231,
11/30/43,0.232881621,1.232881621,
12/31/43,0.25727871,1.25727871,
1/31/44,0.192975504,1.192975504,
2/29/44,0.128419651,1.128419651,
3/31/44,0.100248724,1.100248724,
4/30/44,0.077415763,1.077415763,
5/31/44,0.064350731,1.064350731,
6/30/44,0.097004521,1.097004521,
7/31/44,0.115274795,1.115274795,
8/31/44,0.115440603,1.115440603,
9/30/44,0.102306268,1.102306268,
10/31/44,0.106230151,1.106230151,
11/30/44,0.178859243,1.178859243,
12/31/44,0.169049531,1.169049531,
1/31/45,0.170674231,1.170674231,
2/28/45,0.223400498,1.223400498,
3/31/45,0.157870245,1.157870245,
4/30/45,0.248033425,1.248033425,
5/31/45,0.215601286,1.215601286,
6/30/45,0.177303222,1.177303222,
7/31/45,0.168505671,1.168505671,
8/31/45,0.190456237,1.190456237,
9/30/45,0.228814981,1.228814981,
10/31/45,0.269039166,1.269039166,
11/30/45,0.311412385,1.311412385,
12/31/45,0.267093755,1.267093755,
1/31/46,0.31035416,1.31035416,
2/28/46,0.195331836,1.195331836,
3/31/46,0.261688915,1.261688915,
4/30/46,0.21807394,1.21807394,
5/31/46,0.238634562,1.238634562,
6/30/46,0.190600851,1.190600851,
7/31/46,0.126907509,1.126907509,
8/31/46,0.028334345,1.028334345,
9/30/46,-0.083828684,0.916171316,
10/31/46,-0.129485719,0.870514281,
11/30/46,-0.190414123,0.809585877,
12/31/46,-0.180668183,0.819331817,
1/31/47,-0.211745971,0.788254029,
2/28/47,-0.182739454,0.817260546,
3/31/47,-0.22070277,0.77929723,
4/30/47,-0.262422972,0.737577028,
5/31/47,-0.287864058,0.712135942,
6/30/47,-0.242581682,0.757418318,
7/31/47,-0.161318453,0.838681547,
8/31/47,-0.130162914,0.869837086,
9/30/47,-0.07429381,0.92570619,
10/31/47,-0.041696866,0.958303134,
11/30/47,-0.034290963,0.965709037,
12/31/47,-0.039626717,0.960373283,
1/31/48,-0.082346223,0.917653777,
2/29/48,-0.099775348,0.900224652,
3/31/48,-0.015578183,0.984421817,
4/30/48,0.026730486,1.026730486,
5/31/48,0.08874177,1.08874177,
6/30/48,0.050718038,1.050718038,
7/31/48,-0.019966721,0.980033279,
8/31/48,0.003625365,1.003625365,
9/30/48,0.002165037,1.002165037,
10/31/48,0.026483863,1.026483863,
11/30/48,-0.018297733,0.981702267,
12/31/48,-0.011089757,0.988910243,
1/31/49,0.030710169,1.030710169,
2/28/49,0.038730462,1.038730462,
3/31/49,0.005008799,1.005008799,
4/30/49,-0.02264632,0.97735368,
5/31/49,-0.087642343,0.912357657,
6/30/49,-0.085634215,0.914365785,
7/31/49,-0.00066642,0.99933358,
8/31/49,0.011193299,1.011193299,
9/30/49,0.052565938,1.052565938,
10/31/49,0.042435486,1.042435486,
11/30/49,0.110098615,1.110098615,
12/31/49,0.146220245,1.146220245,
1/31/50,0.159740416,1.159740416,
2/28/50,0.189406101,1.189406101,
3/31/50,0.151691815,1.151691815,
4/30/50,0.214593455,1.214593455,
5/31/50,0.271209257,1.271209257,
6/30/50,0.224601496,1.224601496,
7/31/50,0.207659481,1.207659481,
8/31/50,0.214563619,1.214563619,
9/30/50,0.225351104,1.225351104,
10/31/50,0.181400265,1.181400265,
11/30/50,0.201587125,1.201587125,
12/31/50,0.193973727,1.193973727,
1/31/51,0.206175741,1.206175741,
2/28/51,0.184716118,1.184716118,
3/31/51,0.152376355,1.152376355,
4/30/51,0.154208217,1.154208217,
5/31/51,0.095615107,1.095615107,
6/30/51,0.115536913,1.115536913,
7/31/51,0.132093313,1.132093313,
8/31/51,0.149011913,1.149011913,
9/30/51,0.117931383,1.117931383,
10/31/51,0.108213075,1.108213075,
11/30/51,0.084110142,1.084110142,
12/31/51,0.050084055,1.050084055,
1/31/52,0.03103055,1.03103055,
2/29/52,0.028092694,1.028092694,
3/31/52,0.094836518,1.094836518,
4/30/52,0.022017387,1.022017387,
5/31/52,0.070199965,1.070199965,
6/30/52,0.119005124,1.119005124,
7/31/52,0.066814239,1.066814239,
8/31/52,0.028710049,1.028710049,
9/30/52,0.016185718,1.016185718,
10/31/52,0.030054245,1.030054245,
11/30/52,0.069945778,1.069945778,
12/31/52,0.082913459,1.082913459,
1/31/53,0.076534475,1.076534475,
2/28/53,0.091726255,1.091726255,
3/31/53,0.038068317,1.038068317,
4/30/53,0.0534569,1.0534569,
5/31/53,0.028621359,1.028621359,
6/30/53,-0.002177501,0.997822499,
7/31/53,0.015495833,1.015495833,
8/31/53,-0.01971031,0.98028969,
9/30/53,-0.004727156,0.995272844,
10/31/53,0.021013934,1.021013934,
11/30/53,0.001901855,1.001901855,
12/31/53,-0.021587477,0.978412523,
1/31/54,0.011124584,1.011124584,
2/28/54,0.01899348,1.01899348,
3/31/54,0.056607898,1.056607898,
4/30/54,0.101423432,1.101423432,
5/31/54,0.130766853,1.130766853,
6/30/54,0.151759041,1.151759041,
7/31/54,0.180704195,1.180704195,
8/31/54,0.214862021,1.214862021,
9/30/54,0.264929911,1.264929911,
10/31/54,0.22564091,1.22564091,
11/30/54,0.279827488,1.279827488,
12/31/54,0.358595468,1.358595468,
1/31/55,0.312766132,1.312766132,
2/28/55,0.320104559,1.320104559,
3/31/55,0.299346749,1.299346749,
4/30/55,0.297391697,1.297391697,
5/31/55,0.271882151,1.271882151,
6/30/55,0.311818488,1.311818488,
7/31/55,0.272253778,1.272253778,
8/31/55,0.291139487,1.291139487,
9/30/55,0.236274434,1.236274434,
10/31/55,0.231834228,1.231834228,
11/30/55,0.206819968,1.206819968,
12/31/55,0.150472941,1.150472941,
1/31/56,0.128692228,1.128692228,
2/29/56,0.132628355,1.132628355,
3/31/56,0.167188002,1.167188002,
4/30/56,0.139025404,1.139025404,
5/31/56,0.097674803,1.097674803,
6/30/56,0.064125238,1.064125238,
7/31/56,0.069430189,1.069430189,
8/31/56,0.049204958,1.049204958,
9/30/56,0.026735118,1.026735118,
10/31/56,0.03663002,1.03663002,
11/30/56,0.00148045,1.00148045,
12/31/56,0.005069927,1.005069927,
1/31/57,0.016580136,1.016580136,
2/28/57,-0.023039262,0.976960738,
3/31/57,-0.044797871,0.955202129,
4/30/57,-0.033347105,0.966652895,
5/31/57,0.012709434,1.012709434,
6/30/57,-0.005241069,0.994758931,
7/31/57,-0.02270765,0.97729235,
8/31/57,-0.030072218,0.969927782,
9/30/57,-0.040721325,0.959278675,
10/31/57,-0.066483879,0.933516121,
11/30/57,-0.04948635,0.95051365,
12/31/57,-0.07804558,0.92195442,
1/31/58,-0.044793744,0.955206256,
2/28/58,-0.027167715,0.972832285,
3/31/58,-0.023234111,0.976765889,
4/30/58,-0.016359911,0.983640089,
5/31/58,-0.007890207,0.992109793,
6/30/58,0.017889344,1.017889344,
7/31/58,0.045124135,1.045124135,
8/31/58,0.075719099,1.075719099,
9/30/58,0.152271249,1.152271249,
10/31/58,0.207705764,1.207705764,
11/30/58,0.207396041,1.207396041,
12/31/58,0.273512543,1.273512543,
1/31/59,0.247892559,1.247892559,
2/28/59,0.271341369,1.271341369,
3/31/59,0.256687056,1.256687056,
4/30/59,0.256210434,1.256210434,
5/31/59,0.244403762,1.244403762,
6/30/59,0.220080645,1.220080645,
7/31/59,0.212489377,1.212489377,
8/31/59,0.193465508,1.193465508,
9/30/59,0.11968934,1.11968934,
10/31/59,0.111072961,1.111072961,
11/30/59,0.088482903,1.088482903,
12/31/59,0.065546314,1.065546314,
1/31/60,0.025478499,1.025478499,
2/29/60,0.01215194,1.01215194,
3/31/60,0.007707072,1.007707072,
4/30/60,-0.028100528,0.971899472,
5/31/60,-0.027859478,0.972140522,
6/30/60,-0.00693841,0.99306159,
7/31/60,-0.021858358,0.978141642,
8/31/60,0.008973658,1.008973658,
9/30/60,0.004666625,1.004666625,
10/31/60,-0.017318791,0.982681209,
11/30/60,-0.000678651,0.999321349,
12/31/60,0.017840859,1.017840859,
1/31/61,0.090662927,1.090662927,
2/28/61,0.118280188,1.118280188,
3/31/61,0.145987639,1.145987639,
4/30/61,0.179952983,1.179952983,
5/31/61,0.188532939,1.188532939,
6/30/61,0.139933774,1.139933774,
7/31/61,0.147105846,1.147105846,
8/31/61,0.139248889,1.139248889,
9/30/61,0.155398316,1.155398316,
10/31/61,0.18580886,1.18580886,
11/30/61,0.193474763,1.193474763,
12/31/61,0.162669299,1.162669299,
1/31/62,0.10063641,1.10063641,
2/28/62,0.085356019,1.085356019,
3/31/62,0.060279475,1.060279475,
4/30/62,0.007261331,1.007261331,
5/31/62,-0.054198325,0.945801675,
6/30/62,-0.075546204,0.924453796,
7/31/62,-0.056629102,0.943370898,
8/31/62,-0.053289415,0.946710585,
9/30/62,-0.0684441,0.9315559,
10/31/62,-0.082424593,0.917575407,
11/30/62,-0.036992716,0.963007284,
12/31/62,-0.04309891,0.95690109,
1/31/63,0.0040599,1.0040599,
2/28/63,-0.020894019,0.979105981,
3/31/63,-0.002682107,0.997317893,
4/30/63,0.072954824,1.072954824,
5/31/63,0.145280692,1.145280692,
6/30/63,0.186449641,1.186449641,
7/31/63,0.146199525,1.146199525,
8/31/63,0.166118408,1.166118408,
9/30/63,0.198249518,1.198249518,
10/31/63,0.211378472,1.211378472,
11/30/63,0.1225069,1.1225069,
12/31/63,0.128815216,1.128815216,
1/31/64,0.104556617,1.104556617,
2/29/64,0.134429432,1.134429432,
3/31/64,0.136669006,1.136669006,
4/30/64,0.104428488,1.104428488,
5/31/64,0.097230042,1.097230042,
6/30/64,0.120650078,1.120650078,
7/31/64,0.141021158,1.141021158,
8/31/64,0.100443564,1.100443564,
9/30/64,0.133222746,1.133222746,
10/31/64,0.132459432,1.132459432,
11/30/64,0.129870434,1.129870434,
12/31/64,0.119524169,1.119524169,
1/31/65,0.132623797,1.132623797,
2/28/65,0.123719931,1.123719931,
3/31/65,0.099957587,1.099957587,
4/30/65,0.120578127,1.120578127,
5/31/65,0.101300357,1.101300357,
6/30/65,0.046450935,1.046450935,
7/31/65,0.052089002,1.052089002,
8/31/65,0.07672059,1.07672059,
9/30/65,0.072865618,1.072865618,
10/31/65,0.08719471,1.08719471,
11/30/65,0.104024452,1.104024452,
12/31/65,0.116479086,1.116479086,
1/31/66,0.107433721,1.107433721,
2/28/66,0.088568122,1.088568122,
3/31/66,0.080008508,1.080008508,
4/30/66,0.069307152,1.069307152,
5/31/66,0.02698271,1.02698271,
6/30/66,0.063580101,1.063580101,
7/31/66,0.034705484,1.034705484,
8/31/66,-0.047187511,0.952812489,
9/30/66,-0.059308766,0.940691234,
10/31/66,-0.066396631,0.933603369,
11/30/66,-0.06730945,0.93269055,
12/31/66,-0.062771386,0.937228614,
1/31/67,-0.013637849,0.986362151,
2/28/67,0.001624996,1.001624996,
3/31/67,0.046284276,1.046284276,
4/30/67,0.051950916,1.051950916,
5/31/67,0.076104971,1.076104971,
6/30/67,0.101537409,1.101537409,
7/31/67,0.162986833,1.162986833,
8/31/67,0.230255461,1.230255461,
9/30/67,0.249303449,1.249303449,
10/31/67,0.197836449,1.197836449,
11/30/67,0.18595201,1.18595201,
12/31/67,0.205389452,1.205389452,
1/31/68,0.116229334,1.116229334,
2/29/68,0.081744028,1.081744028,
3/31/68,0.041947249,1.041947249,
4/30/68,0.084128024,1.084128024,
5/31/68,0.136778181,1.136778181,
6/30/68,0.131237086,1.131237086,
7/31/68,0.078017236,1.078017236,
8/31/68,0.101453328,1.101453328,
9/30/68,0.114472132,1.114472132,
10/31/68,0.148750267,1.148750267,
11/30/68,0.187748741,1.187748741,
12/31/68,0.1271025,1.1271025,
1/31/69,0.129306451,1.129306451,
2/28/69,0.104138665,1.104138665,
3/31/69,0.1232882,1.1232882,
4/30/69,0.069618389,1.069618389,
5/31/69,0.038908347,1.038908347,
6/30/69,-0.033204062,0.966795938,
7/31/69,-0.072304567,0.927695433,
8/31/69,-0.071499547,0.928500453,
9/30/69,-0.1321861,0.8678139,
10/31/69,-0.099623803,0.900376197,
11/30/69,-0.156160467,0.843839533,
12/31/69,-0.171568276,0.828431724,
1/31/70,-0.184306588,0.815693412,
2/28/70,-0.114384823,0.885615177,
3/31/70,-0.122321989,0.877678011,
4/30/70,-0.197201063,0.802798937,
5/31/70,-0.225200904,0.774799096,
6/30/70,-0.193133229,0.806866771,
7/31/70,-0.126896764,0.873103236,
8/31/70,-0.117776061,0.882223939,
9/30/70,-0.057371532,0.942628468,
10/31/70,-0.107285607,0.892714393,
11/30/70,-0.055543776,0.944456224,
12/31/70,0.012303597,1.012303597,
1/31/71,0.084527542,1.084527542,
2/28/71,0.065814529,1.065814529,
3/31/71,0.090527438,1.090527438,
4/30/71,0.197998038,1.197998038,
5/31/71,0.220255618,1.220255618,
6/30/71,0.228345386,1.228345386,
7/31/71,0.172450093,1.172450093,
8/31/71,0.174018897,1.174018897,
9/30/71,0.145695602,1.145695602,
10/31/71,0.139782542,1.139782542,
11/30/71,0.113416196,1.113416196,
12/31/71,0.157317592,1.157317592,
1/31/72,0.153444361,1.153444361,
2/29/72,0.154942487,1.154942487,
3/31/72,0.129795051,1.129795051,
4/30/72,0.127062684,1.127062684,
5/31/72,0.157934177,1.157934177,
6/30/72,0.153183238,1.153183238,
7/31/72,0.171004317,1.171004317,
8/31/72,0.163937344,1.163937344,
9/30/72,0.139534533,1.139534533,
10/31/72,0.163023343,1.163023343,
11/30/72,0.206425068,1.206425068,
12/31/72,0.133438991,1.133438991,
1/31/73,0.065170345,1.065170345,
2/28/73,0.026247017,1.026247017,
3/31/73,0.016699642,1.016699642,
4/30/73,-0.024555622,0.975444378,
5/31/73,-0.053062066,0.946937934,
6/30/73,-0.04618455,0.95381545,
7/31/73,-0.035337187,0.964662813,
8/31/73,-0.084022642,0.915977358,
9/30/73,-0.036375238,0.963624762,
10/31/73,-0.036876418,0.963123582,
11/30/73,-0.149285801,0.850714199,
12/31/73,-0.165823702,0.834176298,
1/31/74,-0.141376175,0.858623825,
2/28/74,-0.12404787,0.87595213,
3/31/74,-0.145265022,0.854734978,
4/30/74,-0.135758597,0.864241403,
5/31/74,-0.146398556,0.853601444,
6/30/74,-0.163717059,0.836282941,
7/31/74,-0.20202279,0.79797721,
8/31/74,-0.229940471,0.770059529,
9/30/74,-0.287770587,0.712229413,
10/31/74,-0.264969054,0.735030946,
11/30/74,-0.208749805,0.791250195,
12/31/74,-0.212006038,0.787993962,
1/31/75,-0.127896942,0.872103058,
2/28/75,-0.090824217,0.909175783,
3/31/75,-0.045172867,0.954827133,
4/30/75,-0.007844509,0.992155491,
5/31/75,0.059737207,1.059737207,
6/30/75,0.108779249,1.108779249,
7/31/75,0.100839505,1.100839505,
8/31/75,0.15012469,1.15012469,
9/30/75,0.169253279,1.169253279,
10/31/75,0.180672656,1.180672656,
11/30/75,0.210811537,1.210811537,
12/31/75,0.240918541,1.240918541,
1/31/76,0.202312308,1.202312308,
2/29/76,0.178757744,1.178757744,
3/31/76,0.164888608,1.164888608,
4/30/76,0.140834284,1.140834284,
5/31/76,0.079793577,1.079793577,
6/30/76,0.090070165,1.090070165,
7/31/76,0.133468816,1.133468816,
8/31/76,0.158230655,1.158230655,
9/30/76,0.192080117,1.192080117,
10/31/76,0.116485617,1.116485617,
11/30/76,0.128758147,1.128758147,
12/31/76,0.179207825,1.179207825,
1/31/77,0.081273956,1.081273956,
2/28/77,0.049815483,1.049815483,
3/31/77,0.042917648,1.042917648,
4/30/77,0.051321358,1.051321358,
5/31/77,0.075511695,1.075511695,
6/30/77,0.075772002,1.075772002,
7/31/77,0.070906812,1.070906812,
8/31/77,0.067898417,1.067898417,
9/30/77,0.073009263,1.073009263,
10/31/77,0.087839784,1.087839784,
11/30/77,0.084883417,1.084883417,
12/31/77,0.047589316,1.047589316,
1/31/78,0.035278607,1.035278607,
2/28/78,0.039109975,1.039109975,
3/31/78,0.066642247,1.066642247,
4/30/78,0.088700707,1.088700707,
5/31/78,0.098786746,1.098786746,
6/30/78,0.067446044,1.067446044,
7/31/78,0.11476285,1.11476285,
8/31/78,0.153024121,1.153024121,
9/30/78,0.143673382,1.143673382,
10/31/78,0.086302486,1.086302486,
11/30/78,0.063272935,1.063272935,
12/31/78,0.063914253,1.063914253,
1/31/79,0.103408993,1.103408993,
2/28/79,0.083789329,1.083789329,
3/31/79,0.090688882,1.090688882,
4/30/79,0.058456178,1.058456178,
5/31/79,0.036313203,1.036313203,
6/30/79,0.065091339,1.065091339,
7/31/79,0.025373713,1.025373713,
8/31/79,0.019511077,1.019511077,
9/30/79,0.009984595,1.009984595,
10/31/79,-0.015220572,0.984779428,
11/30/79,0.010667347,1.010667347,
12/31/79,0.012707757,1.012707757,
1/31/80,0.009423334,1.009423334,
2/29/80,-0.014577569,0.985422431,
3/31/80,-0.124961142,0.875038858,
4/30/80,-0.058329012,0.941670988,
5/31/80,-0.000706253,0.999293747,
6/30/80,-0.01310777,0.98689223,
7/31/80,0.018957927,1.018957927,
8/31/80,-0.009445495,0.990554505,
9/30/80,0.001142996,1.001142996,
10/31/80,0.09315872,1.09315872,
11/30/80,0.081454607,1.081454607,
12/31/80,0.054742004,1.054742004,
1/31/81,0.027555154,1.027555154,
2/28/81,0.061445221,1.061445221,
3/31/81,0.19824105,1.19824105,
4/30/81,0.1129385,1.1129385,
5/31/81,0.058842554,1.058842554,
6/30/81,0.049859426,1.049859426,
7/31/81,-0.01738201,0.98261799,
8/31/81,-0.048047258,0.951952742,
9/30/81,-0.087902245,0.912097755,
10/31/81,-0.045164291,0.954835709,
11/30/81,-0.001573045,0.998426955,
12/31/81,-0.011036116,0.988963884,
1/31/82,-0.017309679,0.982690321,
2/28/82,-0.02260084,0.97739916,
3/31/82,-0.063921131,0.936078869,
4/30/82,-0.030238222,0.969761778,
5/31/82,-0.04223034,0.95776966,
6/30/82,-0.082435396,0.917564604,
7/31/82,-0.042933599,0.957066401,
8/31/82,0.045400675,1.045400675,
9/30/82,0.110742394,1.110742394,
10/31/82,0.132956491,1.132956491,
11/30/82,0.111629359,1.111629359,
12/31/82,0.169813856,1.169813856,
1/31/83,0.212397077,1.212397077,
2/28/83,0.272226575,1.272226575,
3/31/83,0.316552509,1.316552509,
4/30/83,0.336174235,1.336174235,
5/31/83,0.357256802,1.357256802,
6/30/83,0.431263199,1.431263199,
7/31/83,0.398530972,1.398530972,
8/31/83,0.329006725,1.329006725,
9/30/83,0.32906548,1.32906548,
10/31/83,0.231508753,1.231508753,
11/30/83,0.209015828,1.209015828,
12/31/83,0.183407088,1.183407088,
1/31/84,0.174960484,1.174960484,
2/29/84,0.120362825,1.120362825,
3/31/84,0.103856621,1.103856621,
4/30/84,0.050274761,1.050274761,
5/31/84,-0.000701492,0.999298508,
6/30/84,-0.004026972,0.995973028,
7/31/84,0.003145884,1.003145884,
8/31/84,0.057599809,1.057599809,
9/30/84,0.041951206,1.041951206,
10/31/84,0.068731973,1.068731973,
11/30/84,0.056080089,1.056080089,
12/31/84,0.065808183,1.065808183,
1/31/85,0.098969473,1.098969473,
2/28/85,0.10979476,1.10979476,
3/31/85,0.111563914,1.111563914,
4/30/85,0.12506058,1.12506058,
5/31/85,0.23109832,1.23109832,
